Company Name,Ticker,Last Close,Exchange
"GRAVITY Co., Ltd.",GRVY,76.64,NSDQ
"Great Southern Bancorp, Inc.",GSBC,51.55,NSDQ
"Gores Holdings II, Inc.",GSHT,9.9,NSDQ
"GSI Technology, Inc.",GSIT,7.21,NSDQ
Ferroglobe PLC,GSM,17.32,NSDQ
GRIDSUM HOLDING,GSUM,8.37,NSDQ
GSV Capital Corp,GSVC,6.04,NSDQ
The Goodyear Tire & Rubber Company,GT,31.41,NSDQ
G1 THERAPEUTICS,GTHX,19.8,NSDQ
Good Times Restaurants Inc.,GTIM,2.5,NSDQ
"Chart Industries, Inc.",GTLS,45.01,NSDQ
"GTx, Inc.",GTXI,12.8,NSDQ
GTY TECH HLDGS,GTYH,9.88,NSDQ
"Gulf Resources, Inc.",GURE,1.46,NSDQ
"GWG Holdings, Inc",GWGH,8.36,NSDQ
"Global Water Resources, Inc.",GWRS,9.26,NSDQ
"Gyrodyne , LLC",GYRO,21.18,NSDQ
"Hawaiian Holdings, Inc.",HA,40.15,NSDQ
"The Habit Restaurants, Inc.",HABT,9.7,NSDQ
Hanmi Financial Corporation,HAFC,30.55,NSDQ
"The Hain Celestial Group, Inc.",HAIN,41.14,NSDQ
"Restoration Robotics, Inc.",HAIR,5.5,NSDQ
"Hallmark Financial Services, Inc.",HALL,10.63,NSDQ
"Halozyme Therapeutics, Inc.",HALO,19.49,NSDQ
"Hasbro, Inc.",HAS,91.67,NSDQ
"Blackhawk Network Holdings, Inc.",HAWK,35.2,NSDQ
"Haynes International, Inc.",HAYN,31.28,NSDQ
Huntington Bancshares Incorporated,HBAN,14.62,NSDQ
"Home Bancorp, Inc.",HBCP,42.34,NSDQ
Hancock Holding Company,HBHC,49.2,NSDQ
"Harvard Bioscience, Inc.",HBIO,3.1,NSDQ
"Hamilton Bancorp, Inc.",HBK,15.2,NSDQ
"Howard Bancorp, Inc.",HBMD,21.75,NSDQ
Horizon Bancorp (IN),HBNC,26.85,NSDQ
"Huttig Building Products, Inc.",HBP,6.61,NSDQ
Harvest Capital Credit Corporation,HCAP,11.1,NSDQ
"Heritage-Crystal Clean, Inc.",HCCI,19.15,NSDQ
"The Hackett Group, Inc.",HCKT,15.51,NSDQ
Hutchison China MediTech Limited,HCM,31.17,NSDQ
"Hawaiian Telcom Holdco, Inc.",HCOM,31,NSDQ
"Healthcare Services Group, Inc.",HCSG,50.8,NSDQ
Hardinge Inc.,HDNG,17.03,NSDQ
"Hortonworks, Inc.",HDP,19.58,NSDQ
"HD Supply Holdings, Inc.",HDS,38.97,NSDQ
"Hudson Technologies, Inc.",HDSN,5.6,NSDQ
Turtle Beach Corporation,HEAR,0.5054,NSDQ
"Hebron Technology Co., Ltd.",HEBT,2.84,NSDQ
"H&E Equipment Services, Inc.",HEES,37.7,NSDQ
Helen of Troy Limited,HELE,91,NSDQ
"HopFed Bancorp, Inc.",HFBC,14.06,NSDQ
"Home Federal Bancorp, Inc. of Louisiana",HFBL,27.5,NSDQ
Heritage Financial Corporation,HFWA,30.95,NSDQ
"China HGS Real Estate, Inc.",HGSH,1.38,NSDQ
"Hibbett Sports, Inc.",HIBB,20.2,NSDQ
Highway Holdings Limited,HIHO,3.9501,NSDQ
"Health Insurance Innovations, Inc.",HIIQ,22.85,NSDQ
"Himax Technologies, Inc.",HIMX,10.86,NSDQ
Hailiang Education Group Inc.,HLG,44,NSDQ
Harmonic Inc.,HLIT,4.3,NSDQ
Hamilton Lane Inc.,HLNE,34.8,NSDQ
Houghton Mifflin Harcourt Company,HMHC,9.75,NSDQ
"HMN Financial, Inc.",HMNF,18.8282,NSDQ
Helios and Matheson Analytics Inc,HMNY,9.13,NSDQ
"HomeStreet, Inc.",HMST,28.925,NSDQ
HMS Holdings Corp,HMSY,16.43,NSDQ
HOMETOWN BANKSH,HMTA,11.07,NSDQ
"Hemisphere Media Group, Inc.",HMTV,11.65,NSDQ
"Hennessy Advisors, Inc.",HNNA,15.99,NSDQ
Hallador Energy Company,HNRG,5.87,NSDQ
Hooker Furniture Corporation,HOFT,42.65,NSDQ
"Hollysys Automation Technologies, Ltd.",HOLI,23.25,NSDQ
"Hologic, Inc.",HOLX,43.82,NSDQ
"Home BancShares, Inc.",HOMB,22.32,NSDQ
"HarborOne Bancorp, Inc.",HONE,19.32,NSDQ
"Hope Bancorp, Inc.",HOPE,18.13,NSDQ
Highpower International Inc,HPJ,4.05,NSDQ
Hospitality Properties Trust,HPT,29.9,NSDQ
"Hanwha Q CELLS Co., Ltd.",HQCL,7.4,NSDQ
"HealthEquity, Inc.",HQY,43.69,NSDQ
"Heron Therapeutics, Inc.",HRTX,15.775,NSDQ
Horizon Technology Finance Corporation,HRZN,10.89,NSDQ
Histogenics Corporation,HSGX,1.9,NSDQ
"Henry Schein, Inc.",HSIC,68.32,NSDQ
"Heidrick & Struggles International, Inc.",HSII,23.15,NSDQ
Heska Corporation,HSKA,77.49,NSDQ
"HSN, Inc.",HSNI,40.35,NSDQ
"Hudson Global, Inc.",HSON,1.3,NSDQ
"HealthStream, Inc.",HSTM,22.37,NSDQ
"HomeTrust Bancshares, Inc.",HTBI,26.25,NSDQ
Heritage Commerce Corp,HTBK,15.65,NSDQ
"Heat Biologics, Inc.",HTBX,0.3502,NSDQ
"HTG Molecular Diagnostics, Inc.",HTGM,1.85,NSDQ
"Heartland Express, Inc.",HTLD,22.35,NSDQ
"Heartland Financial USA, Inc.",HTLF,50.15,NSDQ
"Hub Group, Inc.",HUBG,46.85,NSDQ
"Hurco Companies, Inc.",HURC,40.8,NSDQ
Huron Consulting Group Inc.,HURN,39.65,NSDQ
"HV Bancorp, Inc.",HVBC,15.02,NSDQ
"Hawthorn Bancshares, Inc.",HWBK,20.6,NSDQ
Houston Wire & Cable Company,HWCC,6.5,NSDQ
"Hawkins, Inc.",HWKN,36.9,NSDQ
Hexindai Inc. Sponsored ADR,HX,11.46,NSDQ
HAYMAKER ACQ-A,HYAC,9.51,NSDQ
Hydrogenics Corporation,HYGS,11.4,NSDQ
Horizon Pharma PLC,HZNP,14.77,NSDQ
I-AM Capital Acquisition Company,IAM,9.9,NSDQ
Integra LifeSciences Holdings Corporation,IART,48.83,NSDQ
Independent Bank Corporation,IBCP,22.55,NSDQ
IBERIABANK Corporation,IBKC,76.55,NSDQ
"Interactive Brokers Group, Inc.",IBKR,60.67,NSDQ
International Bancshares Corporation,IBOC,39.75,NSDQ
"Independent Bank Group, Inc",IBTX,67.9,NSDQ
icad inc.,ICAD,3.6,NSDQ
"County Bancorp, Inc.",ICBK,32.14,NSDQ
ImmuCell Corporation,ICCC,8.94,NSDQ
"ICC Holdings, Inc.",ICCH,16.52,NSDQ
"ICF International, Inc.",ICFI,53.15,NSDQ
"Ichor Holdings, Ltd.",ICHR,24.57,NSDQ
"Iconix Brand Group, Inc.",ICON,1.45,NSDQ
"Intercept Pharmaceuticals, Inc.",ICPT,61.34,NSDQ
"InterDigital, Inc.",IDCC,76,NSDQ
"Idera Pharmaceuticals, Inc.",IDRA,1.99,NSDQ
"Industrial Services of America, Inc.",IDSA,1.51,NSDQ
"I.D. Systems, Inc.",IDSY,6.86,NSDQ
"Integrated Device Technology, Inc.",IDTI,30.01,NSDQ
"Interpace Diagnostics Group, Inc.",IDXG,0.9749,NSDQ
Icahn Enterprises L.P.,IEP,52.77,NSDQ
"IES Holdings, Inc.",IESC,17.3,NSDQ
iFresh Inc.,IFMK,11.15,NSDQ
InfoSonics Corp,IFON,1.46,NSDQ
InflaRx N.V.,IFRX,18.76,NSDQ
Internet Gold Golden Lines Ltd.,IGLD,7.85,NSDQ
"Information Services Group, Inc.",III,4.31,NSDQ
"Insteel Industries, Inc.",IIIN,27.26,NSDQ
"Internet Initiative Japan, Inc.",IIJI,9.1984,NSDQ
IntriCon Corporation,IIN,17.65,NSDQ
II-VI Incorporated,IIVI,46.25,NSDQ
Ikonics Corporation,IKNX,7.8,NSDQ
ILG Inc.,ILG,29.05,NSDQ
Immune Design Corp.,IMDZ,3.7,NSDQ
"ImmunoGen, Inc.",IMGN,6.18,NSDQ
"Intermolecular, Inc.",IMI,1.25,NSDQ
"Ingles Markets, Incorporated",IMKTA,33.25,NSDQ
Prima BioMed Ltd,IMMP,1.6901,NSDQ
Immersion Corporation,IMMR,7.11,NSDQ
"Immunomedics, Inc.",IMMU,12.35,NSDQ
"Imprimis Pharmaceuticals, Inc.",IMMY,1.73,NSDQ
Immune Pharmaceuticals Inc.,IMNP,0.8251,NSDQ
Chipmos Technologies Ltd.,IMOS,18.54,NSDQ
"Imperva, Inc.",IMPV,41.85,NSDQ
IMMURON LTD,IMRN,5.25,NSDQ
Internap Corporation,INAP,14.59,NSDQ
First Internet Bancorp,INBK,38.15,NSDQ
"INC Research Holdings, Inc.",INCR,41.05,NSDQ
Incyte Corporation,INCY,97.25,NSDQ
Independent Bank Corp.,INDB,69,NSDQ
Industrea Acquisition Corp.,INDUA,9.74,NSDQ
"Infinity Pharmaceuticals, Inc.",INFI,1.94,NSDQ
Infinera Corporation,INFN,6.9,NSDQ
IHS Markit Ltd.,INFO,45.13,NSDQ
"Inovio Pharmaceuticals, Inc.",INO,4.5,NSDQ
Innodata Inc.,INOD,1.06,NSDQ
"Inovalon Holdings, Inc.",INOV,14.95,NSDQ
Sysorex Global,INPX,0.4151,NSDQ
"Inspired Entertainment, Inc.",INSE,8.9,NSDQ
Inseego Corp.,INSG,1.75,NSDQ
"Insmed, Inc.",INSM,29.37,NSDQ
"Insys Therapeutics, Inc.",INSY,5.81,NSDQ
Intel Corporation,INTC,43.66,NSDQ
The Intergroup Corporation,INTG,23.58,NSDQ
INTL FCStone Inc.,INTL,43.01,NSDQ
"Intersections, Inc.",INTX,1.98,NSDQ
"Innoviva, Inc.",INVA,13.24,NSDQ
"Identiv, Inc.",INVE,2.99,NSDQ
"InnerWorkings, Inc.",INWK,9.98,NSDQ
"Ionis Pharmaceuticals, Inc.",IONS,53.14,NSDQ
Innospec Inc.,IOSP,69.2,NSDQ
Adesto Technologies Corporation,IOTS,7.2,NSDQ
"Lion Biotechnologies, Inc.",IOVA,8.85,NSDQ
"Inter Parfums, Inc.",IPAR,43.75,NSDQ
iPass Inc.,IPAS,0.5899,NSDQ
Intellipharmaceutics International Inc.,IPCI,0.79,NSDQ
"Professional Diversity Network, Inc.",IPDN,4.003,NSDQ
"Innophos Holdings, Inc.",IPHS,44.81,NSDQ
Ideal Power Inc.,IPWR,1.62,NSDQ
"Impax Laboratories, Inc.",IPXL,16.65,NSDQ
iRobot Corporation,IRBT,66.34,NSDQ
IRSA Propiedades Comerciales S.A.,IRCP,55.9,NSDQ
Iridium Communications Inc,IRDM,12.1,NSDQ
IRIDEX Corporation,IRIX,7.8,NSDQ
iRadimed Corporation,IRMD,13.2,NSDQ
"IF Bancorp, Inc.",IROQ,19.85,NSDQ
IRHYTHM TECH,IRTC,52.19,NSDQ
"Ironwood Pharmaceuticals, Inc.",IRWD,15.31,NSDQ
"Investors Bancorp, Inc.",ISBC,13.99,NSDQ
International Speedway Corporation,ISCA,40.45,NSDQ
"Insignia Systems, Inc.",ISIG,1.2901,NSDQ
"Image Sensing Systems, Inc.",ISNS,3.25,NSDQ
"Innovative Solutions and Support, Inc.",ISSC,3.02,NSDQ
Investar Holding Corporation,ISTR,23.65,NSDQ
Intra-Cellular Therapies Inc.,ITCI,14.87,NSDQ
Inotek Pharmaceuticals Corporation,ITEK,2.42,NSDQ
"Iteris, Inc.",ITI,6.69,NSDQ
"Itron, Inc.",ITRI,69.45,NSDQ
Ituran Location and Control Ltd.,ITRN,34.95,NSDQ
ITUS Corporation,ITUS,2.77,NSDQ
"Intevac, Inc.",IVAC,6.8,NSDQ
"Invuity, Inc.",IVTY,7.1,NSDQ
IXYS Corporation,IXYS,23.85,NSDQ
IZEA Inc.,IZEA,4.019,NSDQ
"Jaguar Animal Health, Inc.",JAGX,0.1335,NSDQ
"JAKKS Pacific, Inc.",JAKK,2.6,NSDQ
"Jason Industries, Inc.",JASN,2.02,NSDQ
"JA Solar Holdings, Co., Ltd.",JASO,7.46,NSDQ
JetBlue Airways Corporation,JBLU,22.19,NSDQ
"John B. Sanfilippo & Son, Inc.",JBSS,61.99,NSDQ
"j2 Global, Inc.",JCOM,74.94,NSDQ
"Communications Systems, Inc.",JCS,3.5073,NSDQ
Jewett-Cameron Trading Company,JCTCF,15.2,NSDQ
"JD.com, Inc.",JD,38.46,NSDQ
"Jamba, Inc.",JMBA,8.2,NSDQ
Wowo Limited,JMU,0.93,NSDQ
"Jounce Therapeutics, Inc.",JNCE,14.61,NSDQ
"Juniper Pharmaceuticals, Inc.",JNP,5.1,NSDQ
"51job, Inc.",JOBS,58.44,NSDQ
Johnson Outdoors Inc.,JOUT,63.35,NSDQ
China Finance Online Co. Limited,JRJC,2.11,NSDQ
"James River Group Holdings, Ltd.",JRVR,39.85,NSDQ
Jensyn Acquistion Corp.,JSYN,10.24,NSDQ
JetPay Corporation,JTPY,1.9,NSDQ
"Juno Therapeutics, Inc.",JUNO,50.24,NSDQ
"Coffee Holding Co., Inc.",JVA,3.97,NSDQ
Jacksonville Bancorp Inc.,JXSB,31.65,NSDQ
The Joint Corp.,JYNT,5.185,NSDQ
KAYNE ANDSN ACQ,KAAC,9.7,NSDQ
"Kala Pharmaceuticals, Inc.",KALA,17.9,NSDQ
"KalVista Pharmaceuticals, Inc.",KALV,9.75,NSDQ
"iKang Healthcare Group, Inc.",KANG,14.56,NSDQ
"Kimball International, Inc.",KBAL,17.92,NSDQ
KBL Merger Corp. IV,KBLM,9.73,NSDQ
KBS Fashion Group Limited,KBSF,4.02,NSDQ
"KCAP Financial, Inc.",KCAP,3.43,NSDQ
"Kimball Electronics, Inc.",KE,20.25,NSDQ
"Kelly Services, Inc.",KELYA,28.39,NSDQ
"Kelly Services, Inc.",KELYB,27.2,NSDQ
Kewaunee Scientific Corporation,KEQU,29,NSDQ
"Keryx Biopharmaceuticals, Inc.",KERX,4.56,NSDQ
The KEYW Holding Corporation,KEYW,5.13,NSDQ
Kentucky First Federal Bancorp,KFFB,9,NSDQ
"Kforce, Inc.",KFRC,26.15,NSDQ
Kingold Jewelry Inc.,KGJI,2.06,NSDQ
The Kraft Heinz Company,KHC,78.37,NSDQ
OrthoPediatrics Corp.,KIDS,19.09,NSDQ
"Kindred Biosciences, Inc.",KIN,7.7,NSDQ
"Kingstone Companies, Inc",KINS,18.9,NSDQ
"Kirkland's, Inc.",KIRK,12.97,NSDQ
"Kulicke and Soffa Industries, Inc.",KLIC,24.31,NSDQ
KLX Inc.,KLXI,59.09,NSDQ
Kamada Ltd.,KMDA,4.4,NSDQ
"KemPharm, Inc.",KMPH,3.8,NSDQ
"Kandi Technologies Group, Inc.",KNDI,7.1,NSDQ
"Kinsale Capital Group, Inc.",KNSL,42.54,NSDQ
"Kona Grill, Inc.",KONA,1.95,NSDQ
Kingtone Wirelessinfo Solution Holding Ltd,KONE,3.73,NSDQ
Cesca Therapeutics Inc.,KOOL,2.7861,NSDQ
Kopin Corporation,KOPN,3.19,NSDQ
Koss Corporation,KOSS,1.57,NSDQ
Karyopharm Therapeutics Inc.,KPTI,10.51,NSDQ
Kornit Digital Ltd.,KRNT,15.75,NSDQ
Kearny Financial,KRNY,14.4,NSDQ
"Krystal Biotech, Inc.",KRYS,10.67,NSDQ
Key Tronic Corporation,KTCC,6.975,NSDQ
"Key Technology, Inc.",KTEC,19.95,NSDQ
"Kratos Defense & Security Solutions, Inc.",KTOS,10.27,NSDQ
Kitov Pharmaceuticals Holdings Ltd.,KTOV,2.1,NSDQ
"K2M Group Holdings, Inc.",KTWO,17.48,NSDQ
"Kura Oncology, Inc.",KURA,13.85,NSDQ
"KVH Industries, Inc.",KVHI,10.15,NSDQ
Novogen Limited,KZIA,2.61,NSDQ
Multi-Color Corporation,LABL,74.2,NSDQ
"Lakeland Industries, Inc.",LAKE,14.4,NSDQ
Lamar Advertising Company,LAMR,76.91,NSDQ
Gladstone Land Corporation,LAND,13.45,NSDQ
Landmark Bancorp Inc.,LARK,28.114,NSDQ
Laureate Education Inc.,LAUR,13,NSDQ
"Lawson Products, Inc.",LAWS,24.35,NSDQ
Layne Christensen Company,LAYN,11.8,NSDQ
"Lakeland Bancorp, Inc.",LBAI,19.95,NSDQ
Leading Brands Inc,LBIX,1.49,NSDQ
Liberty Broadband Corporation,LBRDA,85.56,NSDQ
Liberty Broadband Corporation,LBRDK,86.28,NSDQ
Liberty Global PLC,LBTYA,31.55,NSDQ
Liberty Global PLC,LBTYB,32,NSDQ
Liberty Global PLC,LBTYK,30.71,NSDQ
LCNB Corporation,LCNB,20.5,NSDQ
"Lifetime Brands, Inc.",LCUT,17.3,NSDQ
"Lands' End, Inc.",LE,15.6,NSDQ
"Lincoln Electric Holdings, Inc.",LECO,92.29,NSDQ
SemiLEDS Corporation,LEDS,3.6,NSDQ
Presbia PLC,LENS,2.36,NSDQ
LIBERTY EXPED-A,LEXEA,43.51,NSDQ
LIBERTY EXPED-B,LEXEB,45.02,NSDQ
Lifevantage Corporation,LFVN,5.37,NSDQ
Legacy Reserves LP,LGCY,1.2845,NSDQ
"LGI Homes, Inc.",LGIH,70.47,NSDQ
LHC Group,LHCG,61.21,NSDQ
"aTyr Pharma, Inc.",LIFE,3.9,NSDQ
Liberty Global PLC,LILA,21.54,NSDQ
Liberty Global PLC,LILAK,21.26,NSDQ
Lincoln Educational Services Corporation,LINC,2.13,NSDQ
Lindblad Expeditions Holdings Inc.,LIND,10.24,NSDQ
"Interlink Electronics, Inc.",LINK,5.807,NSDQ
Iao Kun Group Holding Company Limited,LINU,1.62,NSDQ
Fidelity Southern Corporation,LION,21.34,NSDQ
Lumentum Holdings Inc.,LITE,53.5,NSDQ
Live Ventures Incorporated,LIVE,13.82,NSDQ
LivaNova PLC,LIVN,82.58,NSDQ
La Jolla Pharmaceutical Company,LJPC,28.1,NSDQ
Lakeland Financial Corporation,LKFN,48.87,NSDQ
LKQ Corporation,LKQ,40.34,NSDQ
Lianluo Smart Limited,LLIT,1.74,NSDQ
"Limelight Networks, Inc.",LLNW,4.69,NSDQ
"LeMaitre Vascular, Inc.",LMAT,32.26,NSDQ
"Limbach Holdings, Inc.",LMB,13.43,NSDQ
"LM Funding America, Inc.",LMFA,3.32,NSDQ
Limoneira Co,LMNR,22.25,NSDQ
Luminex Corporation,LMNX,20.27,NSDQ
Landmark Infrastructure Partners LP,LMRK,17.6,NSDQ
"Snyder's-Lance, Inc.",LNCE,38.97,NSDQ
Landec Corporation,LNDC,11.85,NSDQ
"Lantheus Holdings, Inc.",LNTH,20.55,NSDQ
"Manhattan Bridge Capital, Inc",LOAN,5.8,NSDQ
"Live Oak Bancshares, Inc.",LOB,24.55,NSDQ
"El Pollo Loco Holdings, Inc.",LOCO,10.4,NSDQ
Logitech International S.A.,LOGI,33,NSDQ
Lonestar Resources US Inc.,LONE,3.37,NSDQ
LOOP INDUSTRIES,LOOP,12.5,NSDQ
"Grand Canyon Education, Inc.",LOPE,92.14,NSDQ
"Loral Space and Communications, Inc.",LORL,43.95,NSDQ
"Loxo Oncology, Inc.",LOXO,84.33,NSDQ
Lipocine Inc.,LPCN,3.53,NSDQ
LPL Financial Holdings Inc.,LPLA,55.02,NSDQ
"LifePoint Health, Inc.",LPNT,46.95,NSDQ
"LivePerson, Inc.",LPSN,11,NSDQ
"LightPath Technologies, Inc.",LPTH,2.43,NSDQ
"Leap Therapeutics, Inc.",LPTX,6.48,NSDQ
"Liquidity Services, Inc.",LQDT,4.475,NSDQ
LRAD Corporation,LRAD,2.22,NSDQ
"Lake Shore Bancorp, Inc.",LSBK,16.4033,NSDQ
Lattice Semiconductor Corporation,LSCC,5.66,NSDQ
Liberty Media Corporation,LSXMA,42.63,NSDQ
Liberty Media Corporation,LSXMB,44.5,NSDQ
Liberty Media Corporation,LSXMK,42.45,NSDQ
Lightbridge Corporation,LTBR,1.0151,NSDQ
Long Island Iced Tea Corp.,LTEA,1.7,NSDQ
"Liberty TripAdvisor Holdings, Inc.",LTRPA,9.65,NSDQ
"Liberty TripAdvisor Holdings, Inc.",LTRPB,11.595,NSDQ
"Lantronix, Inc.",LTRX,1.99,NSDQ
"LegacyTexas Financial Group, Inc.",LTXB,40.76,NSDQ
lululemon athletica inc.,LULU,73.64,NSDQ
Luna Innovations Incorporated,LUNA,2.1,NSDQ
Liberty Interactive Corporation,LVNTA,57.42,NSDQ
Liberty Interactive Corporation,LVNTB,59.88,NSDQ
"Lifeway Foods, Inc.",LWAY,8.78,NSDQ
"Lexicon Pharmaceuticals, Inc.",LXRX,9.99,NSDQ
Dragon Victory International Limited,LYL,4.07,NSDQ
LSI Industries Inc.,LYTS,6.68,NSDQ
"Merrimack Pharmaceuticals, Inc.",MACK,10.54,NSDQ
Magal Security Systems Ltd.,MAGS,4.84,NSDQ
"MAM Software Group, Inc.",MAMS,7.5837,NSDQ
"Manhattan Associates, Inc.",MANH,45.28,NSDQ
ManTech International Corporation,MANT,49.95,NSDQ
"Marathon Patent Group, Inc.",MARA,6.3,NSDQ
"Remark Media, Inc.",MARK,9.76,NSDQ
Marine Petroleum Trust,MARPS,3.54,NSDQ
Masimo Corporation,MASI,85.5,NSDQ
"Mattel, Inc.",MAT,15.37,NSDQ
Mattersight Corporation,MATR,2.55,NSDQ
Matthews International Corporation,MATW,54.05,NSDQ
"J. W. Mays, Inc.",MAYS,37.1,NSDQ
"MINDBODY, Inc.",MB,30.95,NSDQ
Middlefield Banc Corp.,MBCN,45.85,NSDQ
MB Financial Inc.,MBFI,44.39,NSDQ
"Marrone Bio Innovations, Inc.",MBII,0.97,NSDQ
Merchants Bancorp,MBIN,20.95,NSDQ
"Mustang Bio, Inc.",MBIO,11.1,NSDQ
Microbot Medical Inc.,MBOT,1.05,NSDQ
"Moleculin Biotech, Inc.",MBRX,1.77,NSDQ
M B T Financial Corp,MBTF,10.5,NSDQ
"Malibu Boats, Inc.",MBUU,31.21,NSDQ
"MabVax Therapeutics Holdings, Inc.",MBVX,0.929,NSDQ
Mercantile Bank Corporation,MBWM,34.79,NSDQ
Macatawa Bank Corporation,MCBC,9.93,NSDQ
"Mid-Con Energy Partners, LP",MCEP,1.16,NSDQ
"MCBC Holdings, Inc.",MCFT,23.35,NSDQ
Microchip Technology Incorporated,MCHP,87.39,NSDQ
"Marchex, Inc.",MCHX,3.19,NSDQ
"Seres Therapeutics, Inc.",MCRB,10.19,NSDQ
"Monarch Casino & Resort, Inc.",MCRI,46.56,NSDQ
"MongoDB, Inc.",MDB,26.86,NSDQ
MDC Partners Inc.,MDCA,11.1,NSDQ
The Medicines Company,MDCO,26,NSDQ
"Madrigal Pharmaceuticals, Inc.",MDGL,82.02,NSDQ
"Mondelez International, Inc.",MDLZ,42.87,NSDQ
"Allscripts Healthcare Solutions, Inc.",MDRX,14.27,NSDQ
"Medidata Solutions, Inc.",MDSO,66.46,NSDQ
MediWound Ltd.,MDWD,4.7,NSDQ
"MiMedx Group, Inc",MDXG,11.65,NSDQ
"Medpace Holdings, Inc.",MEDP,35.17,NSDQ
"MeetMe, Inc.",MEET,2.31,NSDQ
"MEI Pharma, Inc.",MEIP,2.14,NSDQ
"Melrose Bancorp, Inc.",MELR,18.75,NSDQ
Methanex Corporation,MEOH,53.3,NSDQ
Mercer International Inc.,MERC,13.2,NSDQ
Mesoblast Limited,MESO,5.32,NSDQ
ROMACO RESOURCS,METC,5.21,NSDQ
Medallion Financial Corp.,MFIN,3.1,NSDQ
Mackinac Financial Corporation,MFNC,15.9,NSDQ
MutualFirst Financial Inc.,MFSF,37.8,NSDQ
MGC Diagnostics Corporation,MGCD,11,NSDQ
MGE Energy Inc.,MGEE,62.875,NSDQ
"Signal Genetics, Inc.",MGEN,7.7,NSDQ
"Moneygram International, Inc.",MGI,13.05,NSDQ
Magic Software Enterprises Ltd.,MGIC,8.1,NSDQ
"Magellan Health, Inc.",MGLN,97.35,NSDQ
"MacroGenics, Inc.",MGNX,18.71,NSDQ
"MGP Ingredients, Inc.",MGPI,74.01,NSDQ
McGrath RentCorp,MGRC,45.17,NSDQ
"Magyar Bancorp, Inc.",MGYR,12.6,NSDQ
"Maiden Holdings, Ltd.",MHLD,6.75,NSDQ
"Micronet Enertec Technologies, Inc.",MICT,1.02,NSDQ
"The Michaels Companies, Inc.",MIK,22.22,NSDQ
Mimecast Limited,MIME,28.02,NSDQ
"Mitcham Industries, Inc.",MIND,3.82,NSDQ
"Mobile Mini, Inc.",MINI,33.15,NSDQ
"Mitek Systems, Inc.",MITK,8.6,NSDQ
Mitel Networks Corporation,MITL,7.37,NSDQ
"MKS Instruments, Inc.",MKSI,93.3,NSDQ
Melco Crown Entertainment Limited,MLCO,26.37,NSDQ
"Herman Miller, Inc.",MLHR,34.8,NSDQ
"ModusLink Global Solutions, Inc",MLNK,1.65,NSDQ
"Melinta Therapeutics, Inc.",MLNT,14.45,NSDQ
"Mellanox Technologies, Ltd.",MLNX,62.05,NSDQ
"Malvern Bancorp, Inc.",MLVF,27.05,NSDQ
"MMA Capital Management, LLC",MMAC,25.7,NSDQ
MODERN MEDIA AC,MMDM,9.79,NSDQ
Martin Midstream Partners L.P.,MMLP,14.35,NSDQ
"Merit Medical Systems, Inc.",MMSI,43.35,NSDQ
MakeMyTrip Limited,MMYT,29.375,NSDQ
MIND C.T.I. Ltd.,MNDO,2.67,NSDQ
MagneGas Corporation,MNGA,0.3606,NSDQ
MannKind Corporation,MNKD,3.04,NSDQ
"MediciNova, Inc.",MNOV,6.32,NSDQ
"Monro Muffler Brake, Inc.",MNRO,53.15,NSDQ
Monster Beverage Corporation,MNST,62.94,NSDQ
"Momenta Pharmaceuticals, Inc.",MNTA,12.55,NSDQ
"Manitex International, Inc.",MNTX,8.17,NSDQ
"MobileIron, Inc.",MOBL,3.9,NSDQ
"MidWestOne Financial Group, Inc.",MOFG,34.47,NSDQ
Momo Inc.,MOMO,24.77,NSDQ
"Morningstar, Inc.",MORN,94.8,NSDQ
"MoSys, Inc.",MOSY,1.27,NSDQ
"Moxian, Inc.",MOXC,3.75,NSDQ
"Motorcar Parts of America, Inc.",MPAA,24.28,NSDQ
Mid Penn Bancorp,MPB,33.5,NSDQ
Mountain Province Diamonds Inc.,MPVD,2.725,NSDQ
EVERSPIN TECH,MRAM,7.48,NSDQ
Meridian Bank,MRBK,19.19,NSDQ
Monroe Capital Corporation,MRCC,14.23,NSDQ
Mercury Systems Inc,MRCY,49.06,NSDQ
Brooklyn Cheesecake & Desserts Co.,MRDN,1.1342,NSDQ
Marlin Business Services Corp.,MRLN,22.25,NSDQ
"Marinus Pharmaceuticals, Inc.",MRNS,7.39,NSDQ
"Mersana Therapeutics, Inc.",MRSN,16.98,NSDQ
"Marten Transport, Ltd.",MRTN,20.1,NSDQ
"Mirati Therapeutics, Inc.",MRTX,15.95,NSDQ
Merus N.V.,MRUS,14.83,NSDQ
Marvell Technology Group Ltd.,MRVL,22.05,NSDQ
MSB Financial Corp.,MSBF,17.6,NSDQ
"Midland States Bancorp, Inc.",MSBI,31.59,NSDQ
Microsemi Corporation,MSCC,51.17,NSDQ
"Monster Digital, Inc.",MSDI,0.61,NSDQ
Middlesex Water Company,MSEX,41.77,NSDQ
"MainSource Financial Group, Inc.",MSFG,37.94,NSDQ
Microsoft Corporation,MSFT,85.23,NSDQ
"MISONIX, Inc.",MSON,9.75,NSDQ
"Medical Transcription Billing, Corp.",MTBC,2.68,NSDQ
"Match Group, Inc.",MTCH,28.93,NSDQ
"Threshold Pharmaceuticals, Inc.",MTEM,7.28,NSDQ
"Mannatech, Incorporated",MTEX,14.75,NSDQ
Motif Bio Plc,MTFB,9.13,NSDQ
MTGE Investment Corp.,MTGE,18.6,NSDQ
