Company Name,Ticker,Last Close,Exchange
Clean Energy Fuels Corp.,CLNE,2.09,NSDQ
"Cleantech Solutions International, Inc.",CLNT,5.74,NSDQ
"Cellectar Biosciences, Inc.",CLRB,1.195,NSDQ
"ClearOne, Inc.",CLRO,9,NSDQ
"Clearside Biomedical, Inc.",CLSD,7.05,NSDQ
Celsion Corporation,CLSN,2.64,NSDQ
"Town Sports International Holdings, Inc.",CLUB,5.7,NSDQ
"Clovis Oncology, Inc.",CLVS,62.9,NSDQ
Euro Tech Holdings Company Limited,CLWT,3.35,NSDQ
"Calyxt, Inc.",CLXT,22.75,NSDQ
Columbus McKinnon Corporation,CMCO,37.64,NSDQ
Comcast Corporation,CMCSA,38.44,NSDQ
CIM Commercial Trust Corporation,CMCT,19.1,NSDQ
CM Finance Inc,CMFN,8.4,NSDQ
"Chimerix, Inc.",CMRX,4.46,NSDQ
CM Seven Star Acquisition Corporation,CMSS,9.62,NSDQ
Clementia Pharmaceuticals Inc.,CMTA,16.01,NSDQ
Comtech Telecommunications Corp.,CMTL,20.63,NSDQ
Constellation Alpha Capital Corp.,CNAC,9.77,NSDQ
Conatus Pharmaceuticals Inc.,CNAT,4.07,NSDQ
"Century Bancorp, Inc.",CNBKA,84.65,NSDQ
"Concert Pharmaceuticals, Inc.",CNCE,25.21,NSDQ
"ChinaNet Online Holdings, Inc.",CNET,1.04,NSDQ
"Conifer Holdings, Inc.",CNFR,5.75,NSDQ
"China Information Technology, Inc.",CNIT,1.46,NSDQ
CONMED Corporation,CNMD,50.8,NSDQ
"ConnectOne Bancorp, Inc.",CNOB,26.4,NSDQ
"Consolidated Communications Holdings, Inc.",CNSL,13.28,NSDQ
China TechFaith Wireless Communication Technology Limited,CNTF,2.5,NSDQ
"Century Casinos, Inc.",CNTY,8.99,NSDQ
"PC Connection, Inc.",CNXN,26.07,NSDQ
CoBiz Financial Inc.,COBZ,20.35,NSDQ
Coda Octopus Group Inc.,CODA,4.88,NSDQ
"IDI, Inc.",COGT,3.95,NSDQ
"Cohu, Inc.",COHU,22.13,NSDQ
"Columbia Banking System, Inc.",COLB,44.56,NSDQ
"Collegium Pharmaceutical, Inc.",COLL,17.79,NSDQ
Columbia Sportswear Company,COLM,68.28,NSDQ
"CommScope Holding Company, Inc.",COMM,38.43,NSDQ
CyrusOne Inc,CONE,59.77,NSDQ
"Conn's, Inc.",CONN,31.4,NSDQ
Majesco Entertainment Company,COOL,26.25,NSDQ
"Core-Mark Holding Company, Inc.",CORE,31.75,NSDQ
"Corium International, Inc.",CORI,11.15,NSDQ
Corcept Therapeutics Incorporated,CORT,17.03,NSDQ
COUPA SOFTWARE,COUP,34,NSDQ
"Cowen Group, Inc.",COWN,13.9,NSDQ
CounterPath Corporation,CPAH,2.0939,NSDQ
Canterbury Park Holding Corporation,CPHC,16.45,NSDQ
Cumberland Pharmaceuticals Inc.,CPIX,7.2,NSDQ
Capella Education Company,CPLA,80.95,NSDQ
Capital Product Partners L.P.,CPLP,3.43,NSDQ
"Copart, Inc.",CPRT,43.9,NSDQ
"Catalyst Pharmaceuticals, Inc.",CPRX,4.2,NSDQ
CPS Technologies Corp.,CPSH,1.52,NSDQ
"Computer Programs and Systems, Inc.",CPSI,28.85,NSDQ
"Consumer Portfolio Services, Inc.",CPSS,4.33,NSDQ
Capstone Turbine Corporation,CPST,0.7581,NSDQ
Capitala Finance Corp.,CPTA,7.69,NSDQ
"CRA International,Inc.",CRAI,44.72,NSDQ
Cray Inc,CRAY,22.4,NSDQ
"Corbus Pharmaceuticals Holdings, Inc.",CRBP,7.05,NSDQ
"Cree, Inc.",CREE,34.53,NSDQ
China Recycling Energy Corporation,CREG,3.16,NSDQ
Cresud S.A.C.I.F. y A.,CRESY,20.94,NSDQ
"Curis, Inc.",CRIS,0.82,NSDQ
Cardiome Pharma Corporation,CRME,1.5,NSDQ
"America's Car-Mart, Inc.",CRMT,45.05,NSDQ
Ceragon Networks Ltd.,CRNT,2.11,NSDQ
"Crocs, Inc.",CROX,11.03,NSDQ
CRISPR THERAPTC,CRSP,18.41,NSDQ
Criteo S.A.,CRTO,31.7,NSDQ
"Cirrus Logic, Inc.",CRUS,50.2,NSDQ
CorVel Corp.,CRVL,55.95,NSDQ
"Corvus Pharmaceuticals, Inc.",CRVS,10.95,NSDQ
"Crown Crafts, Inc.",CRWS,6.4,NSDQ
"Carrizo Oil & Gas, Inc.",CRZO,20.82,NSDQ
Clifton Bancorp Inc.,CSBK,17.06,NSDQ
"Champions Oncology, Inc.",CSBR,3.97,NSDQ
"Cisco Systems, Inc.",CSCO,37.96,NSDQ
"CenterState Banks, Inc.",CSFL,26.58,NSDQ
"CSG Systems International, Inc.",CSGS,43.82,NSDQ
"Cardiovascular Systems, Inc.",CSII,24.52,NSDQ
Canadian Solar Inc.,CSIQ,17.79,NSDQ
"Cornerstone OnDemand, Inc.",CSOD,35.36,NSDQ
CSP Inc.,CSPI,10.88,NSDQ
"Chicken Soup for the Soul Entertainment, Inc.",CSSE,9.48,NSDQ
Caesarstone Ltd.,CSTE,23.25,NSDQ
Capstar Financial Holdings Inc.,CSTR,21.48,NSDQ
Capital Southwest Corporation,CSWC,17.02,NSDQ
"CSW Industrials, Inc.",CSWI,45.9,NSDQ
CSX Corporation,CSX,56.97,NSDQ
"Community Trust Bancorp, Inc.",CTBI,47.75,NSDQ
"Computer Task Group, Incorporated",CTG,4.98,NSDQ
Charles & Colvard Ltd,CTHR,1.47,NSDQ
CTI Industries Corporation,CTIB,3.73,NSDQ
CTI BioPharma Corp.,CTIC,2.63,NSDQ
"CytomX Therapeutics, Inc.",CTMX,21.11,NSDQ
"CareTrust REIT, Inc.",CTRE,17.63,NSDQ
Control4 Corporation,CTRL,30.86,NSDQ
"Citi Trends, Inc.",CTRN,27.07,NSDQ
"Ctrip.com International, Ltd.",CTRP,43.16,NSDQ
ContraVir Pharmaceuticals Inc,CTRV,0.3687,NSDQ
Cognizant Technology Solutions Corporation,CTSH,71.56,NSDQ
Cytosorbents Corporation,CTSO,6.65,NSDQ
"Connecticut Water Service, Inc.",CTWS,58.93,NSDQ
"Citrix Systems, Inc.",CTXS,87.02,NSDQ
"Herzfeld Caribbean Basin Fund, Inc (The)",CUBA,7.1324,NSDQ
"Commerce Union Bancshares, Inc.",CUBN,24.47,NSDQ
"CUI Global, Inc.",CUI,2.6,NSDQ
"Neuralstem, Inc.",CUR,1.93,NSDQ
"Cutera, Inc.",CUTR,44.9,NSDQ
CVB Financial Corporation,CVBF,23.74,NSDQ
Central Valley Community Bancorp,CVCY,19.56,NSDQ
"Commercial Vehicle Group, Inc.",CVGI,10.49,NSDQ
"Calavo Growers, Inc.",CVGW,71.05,NSDQ
"CommVault Systems, Inc.",CVLT,53.35,NSDQ
"Codorus Valley Bancorp, Inc",CVLY,28.8,NSDQ
Cenveo Inc,CVO,1.02,NSDQ
"Covenant Transportation Group, Inc.",CVTI,28.89,NSDQ
CVD Equipment Corporation,CVV,11.37,NSDQ
"Coastway Bancorp, Inc.",CWAY,21.1,NSDQ
Community West Bancshares,CWBC,10.6304,NSDQ
Consolidated Water Co. Ltd.,CWCO,13.05,NSDQ
"Casella Waste Systems, Inc.",CWST,21,NSDQ
China XD Plastics Company Limited,CXDC,4.7,NSDQ
Concordia International Corp.,CXRX,0.5061,NSDQ
Cypress Semiconductor Corporation,CY,15.42,NSDQ
Celyad SA,CYAD,40.3,NSDQ
Cyanotech Corporation,CYAN,4.1,NSDQ
CyberOptics Corporation,CYBE,15.05,NSDQ
CyberArk Software Ltd.,CYBR,43.9,NSDQ
"Cyclacel Pharmaceuticals, Inc.",CYCC,1.8995,NSDQ
Changyou.com Limited,CYOU,37.56,NSDQ
CYREN Ltd.,CYRN,2.375,NSDQ
"CryoPort, Inc.",CYRX,8.51,NSDQ
"Cytokinetics, Incorporated",CYTK,7.7,NSDQ
CytRx Corporation,CYTR,1.91,NSDQ
Cytori Therapeutics Inc,CYTX,0.25,NSDQ
Citizens First Corporation,CZFC,23.25,NSDQ
Citizens & Northern Corp,CZNC,24.71,NSDQ
Caesars Entertainment Corporation,CZR,12.75,NSDQ
"Citizens Community Bancorp, Inc.",CZWI,13.44,NSDQ
Data I/O Corporation,DAIO,12.55,NSDQ
"Daktronics, Inc.",DAKT,9.1,NSDQ
Cerulean Pharma Inc.,DARE,2.56,NSDQ
"Famous Dave's of America, Inc.",DAVE,7,NSDQ
DBV Technologies S.A.,DBVT,21.3,NSDQ
Diana Containerships Inc.,DCIX,5.93,NSDQ
"Dime Community Bancshares, Inc.",DCOM,21,NSDQ
"Deciphera Pharmaceuticals, Inc.",DCPH,16.83,NSDQ
Denny's Corporation,DENN,13.27,NSDQ
"Depomed, Inc.",DEPO,8.31,NSDQ
"Dermira, Inc.",DERM,26.53,NSDQ
Destination Maternity Corporation,DEST,2.59,NSDQ
Differential Brands Group Inc.,DFBG,1.05,NSDQ
RestorGenex Corp.,DFFN,1.43,NSDQ
"Del Frisco's Restaurant Group, Inc.",DFRG,15.05,NSDQ
"Donegal Group, Inc.",DGICA,17.22,NSDQ
"Donegal Group, Inc.",DGICB,15.65,NSDQ
Digi International Inc.,DGII,10,NSDQ
"Digital Ally, Inc.",DGLY,2.725,NSDQ
Diodes Incorporated,DIOD,28.08,NSDQ
"Discovery Communications, Inc.",DISCA,19.77,NSDQ
"Discovery Communications, Inc.",DISCB,20,NSDQ
"Discovery Communications, Inc.",DISCK,18.44,NSDQ
DISH Network Corporation,DISH,49.43,NSDQ
DLH Holdings Corp.,DLHC,6.18,NSDQ
Duluth Holdings Inc.,DLTH,16.16,NSDQ
"Dorchester Minerals, L.P.",DMLP,14.75,NSDQ
"DelMar Pharmaceuticals, Inc.",DMPI,0.825,NSDQ
Digimarc Corporation,DMRC,36.2,NSDQ
DNB Financial Corp,DNBF,33.65,NSDQ
"Dunkin' Brands Group, Inc.",DNKN,60.34,NSDQ
"Dorman Products, Inc.",DORM,63.67,NSDQ
"Draper Oakwood Technology Acquisition, Inc.",DOTA,9.8382,NSDQ
"Dova Pharmaceuticals, Inc.",DOVA,30.08,NSDQ
Amdocs Limited,DOX,65.39,NSDQ
Digirad Corporation,DRAD,2.3,NSDQ
DarioHealth Corp.,DRIO,1.43,NSDQ
"Dicerna Pharmaceuticals, Inc.",DRNA,7.7,NSDQ
DURECT Corporation,DRRX,1.01,NSDQ
DryShips Inc.,DRYS,4.07,NSDQ
The Descartes Systems Group Inc.,DSGX,27.4,NSDQ
Hennessy Capital Acquisition Corp. II,DSKE,13.56,NSDQ
"DSP Group, Inc.",DSPG,13,NSDQ
"Deswell Industries, Inc.",DSWL,2.83,NSDQ
DAVIDsTEA Inc.,DTEA,4.0465,NSDQ
"Determine, Inc.",DTRM,1.68,NSDQ
Dynavax Technologies Corporation,DVAX,18.6,NSDQ
Diversicare Healthcare Services Inc.,DVCR,10.4,NSDQ
iShares Select Dividend ETF,DVY,99.16,NSDQ
Datawatch Corporation,DWCH,8.65,NSDQ
Dawson Geophysical Company,DWSN,4.86,NSDQ
"DexCom, Inc.",DXCM,58.45,NSDQ
"Destination XL Group, Inc.",DXLG,2.35,NSDQ
"DXP Enterprises, Inc.",DXPE,27.02,NSDQ
Dextera Surgical Inc.,DXTR,0.137,NSDQ
"The Dixie Group, Inc.",DXYN,3.95,NSDQ
Dynatronics Corporation,DYNT,2.6268,NSDQ
Dynasil Corporation of America,DYSL,1.23,NSDQ
"DASAN Zhone Solutions, Inc.",DZSI,8.12,NSDQ
Easterly Acquisition Corp.,EACQ,10.1,NSDQ
Auris Medical Holding AG,EARS,0.419,NSDQ
eBay Inc.,EBAY,37.52,NSDQ
"Eleven Biotherapeutics, Inc.",EBIO,0.685,NSDQ
"Ebix, Inc.",EBIX,77.2,NSDQ
"Eagle Bancorp Montana, Inc.",EBMT,21.2,NSDQ
"Meridian Bancorp, Inc.",EBSB,19.75,NSDQ
Enterprise Bancorp Inc,EBTC,34,NSDQ
"Echo Global Logistics, Inc.",ECHO,27.85,NSDQ
"US Ecology, Inc.",ECOL,49.8,NSDQ
Encore Capital Group Inc,ECPG,44.9,NSDQ
"Endocyte, Inc.",ECYT,4.75,NSDQ
EDAP TMS S.A.,EDAP,2.87,NSDQ
"Edge Therapeutics, Inc.",EDGE,9.24,NSDQ
"Edgewater Technology, Inc.",EDGW,6.172,NSDQ
"Editas Medicine, Inc.",EDIT,23.6,NSDQ
Educational Development Corporation,EDUC,14.15,NSDQ
"Euronet Worldwide, Inc.",EEFT,92.99,NSDQ
"Ecology and Environment, Inc.",EEI,10.45,NSDQ
"Eagle Financial Bancorp, Inc.",EFBI,15.76,NSDQ
"Electronics for Imaging, Inc.",EFII,29.07,NSDQ
"Energy Focus, Inc.",EFOI,2.63,NSDQ
Enterprise Financial Services Corporation,EFSC,43.9,NSDQ
eGain Corporation,EGAN,4.4,NSDQ
"Eagle Bancorp, Inc.",EGBN,55.45,NSDQ
8x8 Inc,EGHT,14.1,NSDQ
Eagle Bulk Shipping Inc.,EGLE,4.39,NSDQ
Egalet Corporation,EGLT,1.01,NSDQ
NIC Inc.,EGOV,17.8,NSDQ
"Eagle Pharmaceuticals, Inc.",EGRX,59.68,NSDQ
"eHealth, Inc.",EHTH,17.85,NSDQ
"Endurance International Group Holdings, Inc.",EIGI,8.55,NSDQ
"Eiger BioPharmaceuticals, Inc.",EIGR,12.5,NSDQ
"Ekso Bionics Holdings, Inc.",EKSO,2.61,NSDQ
"Endologix, Inc.",ELGX,5.77,NSDQ
Echelon Corporation,ELON,5.2495,NSDQ
"Electro-Sensors, Inc.",ELSE,3.88,NSDQ
Eltek Ltd.,ELTK,3.43,NSDQ
Emclaire Financial Corp,EMCF,31.75,NSDQ
EMC Insurance Group Inc.,EMCI,29.18,NSDQ
Elbit Imaging Ltd.,EMITF,2.34,NSDQ
EMCORE Corporation,EMKR,6.3,NSDQ
Eastern Company (The),EML,26.35,NSDQ
Emmis Communications Corporation,EMMS,3.56,NSDQ
Endo International PLC,ENDP,7.72,NSDQ
Entegra Financial Corp.,ENFC,28.75,NSDQ
ENGlobal Corporation,ENG,0.8,NSDQ
"Enphase Energy, Inc.",ENPH,2.7,NSDQ
"The Ensign Group, Inc.",ENSG,22.68,NSDQ
Global Eagle Entertainment Inc.,ENT,2.5,NSDQ
"Enanta Pharmaceuticals, Inc.",ENTA,48.19,NSDQ
"Entegris, Inc.",ENTG,29.85,NSDQ
"Entellus Medical, Inc.",ENTL,24.08,NSDQ
Enzymotec Ltd.,ENZY,11.8,NSDQ
"Bottomline Technologies, Inc.",EPAY,33.86,NSDQ
ESSA Pharma Inc.,EPIX,0.2212,NSDQ
"Epizyme, Inc.",EPZM,12.85,NSDQ
"Equity Bancshares, Inc.",EQBK,33.99,NSDQ
Equitable Financial Corp.,EQFN,10.4243,NSDQ
"Eldorado Resorts, Inc.",ERI,33.3,NSDQ
Ericsson,ERIC,6.39,NSDQ
"Energy Recovery, Inc.",ERII,10.42,NSDQ
Erytech Pharma SA Sponsored ADR,ERYP,18.29,NSDQ
Elmira Savings Bank NY (The),ESBK,20.3999,NSDQ
"Escalade, Incorporated",ESCA,13.3,NSDQ
"Eastside Distilling, Inc.",ESDI,4.62,NSDQ
Euroseas Ltd.,ESEA,1.87,NSDQ
"Eco-Stim Energy Solutions, Inc.",ESES,1.39,NSDQ
"Electro Scientific Industries, Inc.",ESIO,20.52,NSDQ
Essendant Inc.,ESND,8.34,NSDQ
"Esperion Therapeutics, Inc.",ESPR,57.13,NSDQ
"Esquire Financial Holdings, Inc.",ESQ,20.5,NSDQ
Express Scripts Holding Company,ESRX,68.39,NSDQ
"ESSA Bancorp, Inc.",ESSA,15.6,NSDQ
E*TRADE Financial Corporation,ETFC,49.64,NSDQ
"Etsy, Inc.",ETSY,19.93,NSDQ
"Everbridge, Inc.",EVBG,26.93,NSDQ
"EV Energy Partners, L.P.",EVEP,0.6952,NSDQ
Evogene Ltd.,EVGN,3.455,NSDQ
"Ever-Glory International Group, Inc.",EVK,2.4,NSDQ
EVINE Live Inc.,EVLV,1.49,NSDQ
"Evoke Pharma, Inc.",EVOK,2.69,NSDQ
"Evolving Systems, Inc.",EVOL,4.6,NSDQ
"East West Bancorp, Inc.",EWBC,59.73,NSDQ
"Exactech, Inc.",EXAC,50.25,NSDQ
Exact Sciences Corporation,EXAS,51.96,NSDQ
"Exelixis, Inc.",EXEL,26.42,NSDQ
EXFO Inc,EXFO,4.3,NSDQ
"ExlService Holdings, Inc.",EXLS,60.64,NSDQ
"Expeditors International of Washington, Inc.",EXPD,64.16,NSDQ
"Exponent, Inc.",EXPO,72.1,NSDQ
"Extreme Networks, Inc.",EXTR,12.6,NSDQ
"Energy XXI Gulf Coast, Inc.",EXXI,5.07,NSDQ
"National Vision Holdings, Inc.",EYE,35,NSDQ
"Eyegate Pharmaceuticals, Inc.",EYEG,1.25,NSDQ
"Second Sight Medical Products, Inc.",EYES,2,NSDQ
"EZCORP, Inc.",EZPW,12.25,NSDQ
Fanhua Inc.,FANH,24.49,NSDQ
Farmer Brothers Company,FARM,34.25,NSDQ
"FARO Technologies, Inc.",FARO,49.5,NSDQ
Fastenal Company,FAST,53.82,NSDQ
FAT Brands Inc.,FAT,8.76,NSDQ
"Fate Therapeutics, Inc.",FATE,4.14,NSDQ
"Fortress Biotech, Inc.",FBIO,3.65,NSDQ
"First Business Financial Services, Inc.",FBIZ,22.75,NSDQ
"The First Bancshares, Inc.",FBMS,32.5,NSDQ
First Bancorp,FBNC,36.79,NSDQ
"First Connecticut Bancorp, Inc.",FBNK,25.5,NSDQ
"Fauquier Bankshares, Inc.",FBSS,22.25,NSDQ
"First Capital, Inc.",FCAP,35.63,NSDQ
"First Community Bancshares, Inc.",FCBC,29.01,NSDQ
First Community Corporation,FCCO,24.25,NSDQ
1st Constitution Bancorp (NJ),FCCY,18.35,NSDQ
"FuelCell Energy, Inc.",FCEL,1.95,NSDQ
"PhotoMedex, Inc.",FCRE,1.14,NSDQ
Fibrocell Science Inc,FCSC,0.6695,NSDQ
Fidelity D&D Bancorp Inc.,FDBC,43.75,NSDQ
First Defiance Financial Corp.,FDEF,52.6,NSDQ
First Trust Strategic Income ETF,FDIV,51.1742,NSDQ
Fidus Investment Corporation,FDUS,15.87,NSDQ
"Frequency Electronics, Inc.",FEIM,9.1,NSDQ
"Franklin Electric Co., Inc.",FELE,45.25,NSDQ
Adherex Technologies Inc.,FENC,8.97,NSDQ
"FireEye, Inc.",FEYE,14.09,NSDQ
First Financial Bancorp.,FFBC,27.3,NSDQ
"FFBW, Inc.",FFBW,11.215,NSDQ
"Fuwei Films (Holdings) Co., Ltd.",FFHL,2.56,NSDQ
Flushing Financial Corporation,FFIC,27.11,NSDQ
"First Financial Bankshares, Inc.",FFIN,45.4,NSDQ
Farmers Capital Bank Corporation,FFKT,39.6,NSDQ
"First Financial Northwest, Inc.",FFNW,15.87,NSDQ
First Foundation Inc.,FFWM,18.52,NSDQ
"First Guaranty Bancshares, Inc.",FGBI,28.88,NSDQ
"FibroGen, Inc",FGEN,45.05,NSDQ
FORM Holdings Corp.,FH,1.13,NSDQ
"First Hawaiian, Inc.",FHB,29.63,NSDQ
"First Interstate BancSystem, Inc.",FIBK,39.35,NSDQ
"The Finish Line, Inc.",FINL,11.09,NSDQ
"Financial Institutions, Inc.",FISI,32.65,NSDQ
Fifth Third Bancorp,FITB,30.3,NSDQ
"Five Below, Inc.",FIVE,65.15,NSDQ
"Five9, Inc.",FIVN,23.4,NSDQ
Fluidigm Corporation,FLDM,5.88,NSDQ
Flextronics International Ltd.,FLEX,18.07,NSDQ
FULGENT GENETIC,FLGT,3.5,NSDQ
The First of Long Island Corporation,FLIC,29.1,NSDQ
"FLIR Systems, Inc.",FLIR,46.24,NSDQ
"Flex Pharma, Inc.",FLKS,3.58,NSDQ
"Full House Resorts, Inc.",FLL,4.03,NSDQ
"1-800 FLOWERS.COM, Inc.",FLWS,10.75,NSDQ
"Flexion Therapeutics, Inc.",FLXN,24.91,NSDQ
"Flexsteel Industries, Inc.",FLXS,47.23,NSDQ
Farmers & Merchants Bancorp Inc.,FMAO,38.2,NSDQ
"First Mid-Illinois Bancshares, Inc.",FMBH,39.09,NSDQ
"First Midwest Bancorp, Inc.",FMBI,24.46,NSDQ
FORUM MERGER CP,FMCI,9.95,NSDQ
"Foundation Medicine, Inc.",FMI,63.8,NSDQ
Farmers National Banc Corp.,FMNB,14.75,NSDQ
FNB Bancorp,FNBG,35.66,NSDQ
"Financial Engines, Inc.",FNGN,28.55,NSDQ
Federated National Holding Company,FNHC,13.9,NSDQ
"Finjan Holdings, Inc.",FNJN,2.32,NSDQ
"Funko, Inc.",FNKO,8.06,NSDQ
"First Bancorp, Inc (ME)",FNLC,29.14,NSDQ
Finisar Corporation,FNSR,19.81,NSDQ
First Northwest Bancorp,FNWB,16.67,NSDQ
"Fogo de Chao, Inc.",FOGO,11.75,NSDQ
"Amicus Therapeutics, Inc.",FOLD,13.16,NSDQ
Foamix Pharmaceuticals Ltd.,FOMX,6.04,NSDQ
Fonar Corporation,FONR,24.55,NSDQ
"Forward Industries, Inc.",FORD,1.37,NSDQ
Fuling Global Inc.,FORK,4.1,NSDQ
"FormFactor, Inc.",FORM,15.15,NSDQ
"Forrester Research, Inc.",FORR,44.75,NSDQ
Formula Systems (1985) Ltd.,FORTY,40.1101,NSDQ
"Fossil Group, Inc.",FOSL,6.93,NSDQ
"Twenty-First Century Fox, Inc.",FOX,33.27,NSDQ
"Twenty-First Century Fox, Inc.",FOXA,33.66,NSDQ
Fox Factory Holding Corp.,FOXF,39.7,NSDQ
FlexShopper Inc.,FPAY,3.94,NSDQ
"Five Prime Therapeutics, Inc.",FPRX,23.61,NSDQ
Francesca's Holdings Corporation,FRAN,6.42,NSDQ
First Bank,FRBA,13.95,NSDQ
"Republic First Bancorp, Inc.",FRBK,9.25,NSDQ
"Fred's, Inc.",FRED,3.96,NSDQ
"Fiesta Restaurant Group, Inc.",FRGI,20.1,NSDQ
First Merchants Corporation,FRME,42.29,NSDQ
"FRP Holdings, Inc.",FRPH,43.7,NSDQ
"Freshpet, Inc.",FRPT,19.2,NSDQ
"Papa Murphy's Holdings, Inc.",FRSH,6.21,NSDQ
Foresight Autonomous Holdings Ltd. American Depositary Shares,FRSX,3.75,NSDQ
FORTERRA INC,FRTA,9.35,NSDQ
Federal Street Acquisition Corp.,FSAC,9.7,NSDQ
"FSB Bancorp, Inc.",FSBC,16.6,NSDQ
"FS Bancorp, Inc.",FSBW,57,NSDQ
"ForeScout Technologies, Inc.",FSCT,28,NSDQ
"First Savings Financial Group, Inc.",FSFG,56.65,NSDQ
"First Solar, Inc.",FSLR,70.05,NSDQ
"Fusion Telecommunications International, Inc.",FSNN,3.94,NSDQ
L.B. Foster Company,FSTR,23,NSDQ
FirstService Corporation,FSV,68.13,NSDQ
"FTD Companies, Inc.",FTD,7.15,NSDQ
"Fuel Tech, Inc.",FTEK,0.9809,NSDQ
"FRONTEO, Inc.",FTEO,12.5638,NSDQ
"SkyPeople Fruit Juice, Inc.",FTFT,1.48,NSDQ
"Fortinet, Inc.",FTNT,42.22,NSDQ
Frontier Communications Corporation,FTR,10.06,NSDQ
Fulton Financial Corporation,FULT,17.85,NSDQ
First United Corporation,FUNC,17.25,NSDQ
Sprott Focus Trust,FUND,7.957,NSDQ
United Security Bancshares Inc.,FUSB,13.67,NSDQ
"Arcimoto, Inc.",FUV,3.71,NSDQ
"Five Star Quality Care, Inc.",FVE,1.55,NSDQ
Liberty Media Corporation,FWONA,33.77,NSDQ
Liberty Media Corporation,FWONK,35.36,NSDQ
Forward Pharma A/S,FWP,4,NSDQ
Forward Air Corporation,FWRD,57.8,NSDQ
"German American Bancorp, Inc.",GABC,35.17,NSDQ
"Gaia, Inc.",GAIA,12.4,NSDQ
Gladstone Investment Corporation,GAIN,11.06,NSDQ
"Galena Biopharma, Inc.",GALE,0.2775,NSDQ
Galectin Therapeutics Inc.,GALT,2.42,NSDQ
Garrison Capital Inc.,GARS,8.23,NSDQ
"StealthGas, Inc.",GASS,4.03,NSDQ
"Glacier Bancorp, Inc.",GBCI,37.72,NSDQ
"Golub Capital BDC, Inc.",GBDC,18.84,NSDQ
Global Indemnity PLC,GBLI,42.29,NSDQ
Guaranty Bancorp,GBNK,28.45,NSDQ
"Global Blood Therapeutics, Inc.",GBT,44.775,NSDQ
"Greene County Bancorp, Inc.",GCBC,32.05,NSDQ
"Golden Entertainment, Inc.",GDEN,33.22,NSDQ
GDS HOLDINGS,GDS,19.55,NSDQ
"Great Elm Capital Group, Inc.",GEC,4.25,NSDQ
GREAT ELM CAP C,GECC,9.52,NSDQ
Gemphire Therapeutics Inc.,GEMP,8.22,NSDQ
Gencor Industries Inc.,GENC,16.65,NSDQ
Genetic Technologies Ltd,GENE,0.9214,NSDQ
Geospace Technologies Corporation,GEOS,14.1,NSDQ
Geron Corporation,GERN,1.99,NSDQ
"Gevo, Inc.",GEVO,0.6349,NSDQ
"Guaranty Federal Bancshares, Inc.",GFED,21.6931,NSDQ
General Finance Corporation,GFN,6.4,NSDQ
Grupo Financiero Galicia S.A.,GGAL,64.88,NSDQ
"Genomic Health, Inc.",GHDX,29.6,NSDQ
"Gulf Island Fabrication, Inc.",GIFI,12.5,NSDQ
GigaMedia Limited,GIGM,3,NSDQ
"G-III Apparel Group, LTD.",GIII,33.87,NSDQ
"Gilead Sciences, Inc.",GILD,75.88,NSDQ
Gilat Satellite Networks Ltd.,GILT,7.13,NSDQ
Gladstone Capital Corporation,GLAD,9.74,NSDQ
"TerraForm Global, Inc.",GLBL,5.025,NSDQ
FXCM Inc.,GLBR,0.52,NSDQ
Globus Maritime Limited,GLBS,1.31,NSDQ
Glen Burnie Bancorp,GLBZ,11.0632,NSDQ
Great Lakes Dredge & Dock Corporation,GLDD,5.1,NSDQ
Galmed Pharmaceuticals Ltd.,GLMD,8.23,NSDQ
Golar LNG Limited,GLNG,25.92,NSDQ
Galapagos NV,GLPG,89.5,NSDQ
"Gaming and Leisure Properties, Inc.",GLPI,36.33,NSDQ
"Greenlight Reinsurance, Ltd.",GLRE,21.05,NSDQ
Glu Mobile Inc.,GLUU,4.68,NSDQ
"GlycoMimetics, Inc.",GLYC,14.32,NSDQ
Golar LNG Partners LP,GMLP,20.51,NSDQ
"Green Bancorp, Inc.",GNBC,21.8,NSDQ
"Genocea Biosciences, Inc.",GNCA,1.07,NSDQ
"General Communication, Inc.",GNCMA,40.71,NSDQ
"GenMark Diagnostics, Inc.",GNMK,4.46,NSDQ
"Aevi Genomic Medicine, Inc.",GNMX,1.15,NSDQ
Gentex Corporation,GNTX,20.41,NSDQ
Guaranty Bancshares Inc.,GNTY,30.59,NSDQ
"Genius Brands International, Inc.",GNUS,2.66,NSDQ
Golden Ocean Group Limited,GOGL,8.69,NSDQ
Gogo Inc.,GOGO,10.77,NSDQ
Randgold Resources Limited,GOLD,90.83,NSDQ
Gladstone Commercial Corporation,GOOD,21.49,NSDQ
Government Properties Income Trust,GOV,18.28,NSDQ
Global Partner Acquisition Corp.,GPAC,10.05,NSDQ
Gaming Partners International Corporation,GPIC,10.4,NSDQ
Gulfport Energy Corporation,GPOR,13.13,NSDQ
Green Plains Partners LP,GPP,18.85,NSDQ
"Green Plains, Inc.",GPRE,16.9,NSDQ
"GoPro, Inc.",GPRO,8.2,NSDQ
"Green Brick Partners, Inc.",GRBK,10.95,NSDQ
"Grifols, S.A.",GRFS,21.57,NSDQ
"Griffin Industrial Realty, Inc.",GRIF,36.75,NSDQ
Garmin Ltd.,GRMN,61.96,NSDQ
"U.S. Global Investors, Inc.",GROW,5.33,NSDQ
"Groupon, Inc.",GRPN,5.86,NSDQ
